period,clock,clock_display,game_clock,minutes_left_in_game,actionNumber,actionType,description,qualifier,playerName,scoreHome,scoreAway,shotResult,isFieldGoal,assisted,person_id,assister_id,previous_action,next_action,foulDrawnPersonId,stealPersonId,blockPersonId,players_on,teamId,game_id
1,PT11M46.00S,11:46,Q1 11:46,46.233333333333334,7,2pt,K. Porzingis 19' Jump Shot (2 PTS) (L. Doncic 1 AST),[],Porzingis,0,2,Made,True,True,204001,1629029.0,,2pt missed,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT11M32.00S,11:32,Q1 11:32,46.46666666666667,9,2pt,MISS K. Leonard 20' pullup Shot,[],Leonard,0,2,Missed,True,False,202695,,2pt made,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT11M30.00S,11:30,Q1 11:30,46.5,10,rebound,L. Doncic REBOUND (Off:0 Def:1),[],Doncic,0,2,,False,False,1629029,,2pt missed,foul,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT11M24.00S,11:24,Q1 11:24,46.6,11,foul,I. Zubac shooting personal FOUL (1 PF) (Kleber 2 FT),['2freethrow'],Zubac,0,2,,False,False,1627826,,rebound,freethrow,1628467.0,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT11M24.00S,11:24,Q1 11:24,46.6,13,freethrow,MISS M. Kleber Free Throw 1 of 2,[],Kleber,0,2,Missed,False,False,1628467,,foul,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT11M24.00S,11:24,Q1 11:24,46.6,14,rebound,TEAM offensive REBOUND,"['deadball', 'team']",,0,2,,False,False,0,,freethrow,freethrow,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT11M24.00S,11:24,Q1 11:24,46.6,15,freethrow,M. Kleber Free Throw 2 of 2 (1 PTS),[],Kleber,0,3,Made,False,False,1628467,,rebound,3pt missed,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT10M59.00S,10:59,Q1 10:59,45.016666666666666,16,3pt,MISS M. Morris Sr. 25' pullup 3PT,[],Morris Sr.,0,3,Missed,True,False,202694,,freethrow,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M57.00S,10:57,Q1 10:57,45.05,17,rebound,M. Morris Sr. REBOUND (Off:1 Def:0),[],Morris Sr.,0,3,,False,False,202694,,3pt missed,3pt missed,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M53.00S,10:53,Q1 10:53,45.11666666666667,18,3pt,MISS P. Beverley 26' step back 3PT,['2ndchance'],Beverley,0,3,Missed,True,False,201976,,rebound,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M50.00S,10:50,Q1 10:50,45.166666666666664,19,rebound,M. Kleber REBOUND (Off:0 Def:1),[],Kleber,0,3,,False,False,1628467,,3pt missed,foul,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT10M42.00S,10:42,Q1 10:42,45.3,20,foul,P. Beverley shooting personal FOUL (1 PF) (Doncic 2 FT),['2freethrow'],Beverley,0,3,,False,False,201976,,rebound,freethrow,1629029.0,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M42.00S,10:42,Q1 10:42,45.3,22,freethrow,L. Doncic Free Throw 1 of 2 (1 PTS),[],Doncic,0,4,Made,False,False,1629029,,foul,freethrow,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT10M42.00S,10:42,Q1 10:42,45.3,23,freethrow,MISS L. Doncic Free Throw 2 of 2,[],Doncic,0,4,Missed,False,False,1629029,,freethrow,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT10M41.00S,10:41,Q1 10:41,45.31666666666667,24,rebound,TEAM defensive REBOUND,['team'],,0,4,,False,False,0,,freethrow,2pt made,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M25.00S,10:25,Q1 10:25,45.583333333333336,26,2pt,I. Zubac turnaround Hook (2 PTS) (K. Leonard 1 AST),['pointsinthepaint'],Zubac,2,4,Made,True,True,1627826,202695.0,rebound,3pt missed,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT10M14.00S,10:14,Q1 10:14,45.766666666666666,28,3pt,MISS L. Doncic 25' step back 3PT,[],Doncic,2,4,Missed,True,False,1629029,,2pt made,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
1,PT10M11.00S,10:11,Q1 10:11,45.81666666666667,29,rebound,P. Beverley REBOUND (Off:0 Def:1),[],Beverley,2,4,,False,False,201976,,3pt missed,3pt missed,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT09M56.00S,09:56,Q1 09:56,44.06666666666667,30,3pt,MISS M. Morris Sr. 26' 3PT - blocked,[],Morris Sr.,2,4,Missed,True,False,202694,,rebound,block,,,1629029.0,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612746.0,42000171
1,PT09M56.00S,09:56,Q1 09:56,44.06666666666667,31,block,L. Doncic BLOCK (1 BLK),[],Doncic,2,4,,False,False,1629029,,3pt missed,rebound,,,,1627826|1627827|1628467|1629029|201976|202331|202694|202695|203501|204001,1610612742.0,42000171
